formula,atom_dict,valid_sample_bools,pred_Tc,pred_ef,Ef_bools,elecneg_bools,neutral_bools,all_True_bools
B52.0Ca17.0Nb19.0La36.0Pr21.0Re16.0Pt20.0,"{'B': 52.0, 'Ca': 17.0, 'La': 36.0, 'Nb': 19.0, 'Pr': 21.0, 'Pt': 20.0, 'Re': 16.0}",True,40.66175,-0.8687902,True,False,False,False
N49.0Fe61.0La49.0Pr18.0Pt9.0,"{'Fe': 61.0, 'La': 49.0, 'N': 49.0, 'Pr': 18.0, 'Pt': 9.0}",True,40.62589,-1.87502,True,False,False,False
C44.0Fe26.0Br9.0La41.0Pr7.0Pt12.0Bi26.0At21.0,"{'At': 21.0, 'Bi': 26.0, 'Br': 9.0, 'C': 44.0, 'Fe': 26.0, 'La': 41.0, 'Pr': 7.0, 'Pt': 12.0}",True,40.565727,0.57510036,False,True,True,False
B23.0C23.0O23.0Al29.0Ga29.0Br17.0Sr16.0Eu25.0,"{'Al': 29.0, 'B': 23.0, 'Br': 17.0, 'C': 23.0, 'Eu': 25.0, 'Ga': 29.0, 'O': 23.0, 'Sr': 16.0}",True,40.527245,-1.7494901,True,False,False,False
N61.0P72.0Ba38.0Nd22.0,"{'Ba': 38.0, 'N': 61.0, 'Nd': 22.0, 'P': 72.0}",True,40.55937,-3.2093322,True,False,False,False
C56.0Ga56.0Rb19.0Zr10.0Ba19.0La29.0,"{'Ba': 19.0, 'C': 56.0, 'Ga': 56.0, 'La': 29.0, 'Rb': 19.0, 'Zr': 10.0}",True,40.47039,-1.6205019,True,False,False,False
B48.0Cs15.0La41.0Sm15.0Os44.0Rn18.0,"{'B': 48.0, 'Cs': 15.0, 'La': 41.0, 'Os': 44.0, 'Rn': 18.0, 'Sm': 15.0}",True,40.47882,-0.8202447,True,False,False,False
O26.0P8.0Cr25.0Ga13.0Rb22.0Sn28.0La26.0Pt6.0,"{'Cr': 25.0, 'Ga': 13.0, 'La': 26.0, 'O': 26.0, 'P': 8.0, 'Pt': 6.0, 'Rb': 22.0, 'Sn': 28.0}",True,40.53595,-1.9069417,True,True,True,True
H7.0Ti20.0As15.0Cd40.0Ba25.0La18.0Tb19.0W29.0,"{'As': 15.0, 'Ba': 25.0, 'Cd': 40.0, 'H': 7.0, 'La': 18.0, 'Tb': 19.0, 'Ti': 20.0, 'W': 29.0}",True,40.396645,-1.017734,True,False,False,False
B36.0N16.0Al22.0Xe16.0Cs8.0La42.0Dy12.0Pt29.0,"{'Al': 22.0, 'B': 36.0, 'Cs': 8.0, 'Dy': 12.0, 'La': 42.0, 'N': 16.0, 'Pt': 29.0, 'Xe': 16.0}",True,40.464798,-1.6791118,True,False,False,False
C48.0O13.0Rb21.0Sn19.0La38.0Eu8.0W14.0Pt32.0,"{'C': 48.0, 'Eu': 8.0, 'La': 38.0, 'O': 13.0, 'Pt': 32.0, 'Rb': 21.0, 'Sn': 19.0, 'W': 14.0}",True,40.444294,-1.5665979,True,True,True,True
C16.0N35.0P31.0Fe9.0Rb27.0La14.0Eu17.0Pt11.0,"{'C': 16.0, 'Eu': 17.0, 'Fe': 9.0, 'La': 14.0, 'N': 35.0, 'P': 31.0, 'Pt': 11.0, 'Rb': 27.0}",True,40.36853,-2.2599192,True,True,True,True
B29.0N25.0K8.0Ti21.0Sr13.0Ba17.0Pt46.0,"{'B': 29.0, 'Ba': 17.0, 'K': 8.0, 'N': 25.0, 'Pt': 46.0, 'Sr': 13.0, 'Ti': 21.0}",True,40.289013,-0.84930855,True,False,True,False
C51.0N12.0Cs9.0Ba21.0Ce7.0Nd11.0,"{'Ba': 21.0, 'C': 51.0, 'Ce': 7.0, 'Cs': 9.0, 'N': 12.0, 'Nd': 11.0}",True,40.260426,-1.2206442,True,True,True,True
B39.0C39.0Mn20.0Sr22.0Cd24.0Ba8.0La7.0Pt24.0,"{'B': 39.0, 'Ba': 8.0, 'C': 39.0, 'Cd': 24.0, 'La': 7.0, 'Mn': 20.0, 'Pt': 24.0, 'Sr': 22.0}",True,40.22684,-0.36003685,True,True,True,True
B11.0Na22.0Al25.0Ti19.0Sr10.0Nb16.0La30.0Pr23.0,"{'Al': 25.0, 'B': 11.0, 'La': 30.0, 'Na': 22.0, 'Nb': 16.0, 'Pr': 23.0, 'Sr': 10.0, 'Ti': 19.0}",True,40.207302,-1.1484073,True,False,False,False
B18.0Cu12.0Xe35.0La31.0Pr10.0Tb11.0Re18.0Pt39.0,"{'B': 18.0, 'Cu': 12.0, 'La': 31.0, 'Pr': 10.0, 'Pt': 39.0, 'Re': 18.0, 'Tb': 11.0, 'Xe': 35.0}",True,40.228943,-0.6546122,True,False,False,False
C28.0O34.0Fe50.0Sn16.0La41.0Ho29.0,"{'C': 28.0, 'Fe': 50.0, 'Ho': 29.0, 'La': 41.0, 'O': 34.0, 'Sn': 16.0}",True,40.25066,-1.9311986,True,True,True,True
B36.0Co26.0Ge14.0Nb12.0La33.0Pr12.0Pt21.0,"{'B': 36.0, 'Co': 26.0, 'Ge': 14.0, 'La': 33.0, 'Nb': 12.0, 'Pr': 12.0, 'Pt': 21.0}",True,40.19896,-0.9752514,True,False,False,False
B31.0N26.0O26.0K25.0Br15.0Ba32.0Pt41.0,"{'B': 31.0, 'Ba': 32.0, 'Br': 15.0, 'K': 25.0, 'N': 26.0, 'O': 26.0, 'Pt': 41.0}",True,40.088985,-2.0430923,True,False,True,False
B57.0C9.0K10.0Ca6.0Sc10.0Co37.0La46.0Bi14.0,"{'B': 57.0, 'Bi': 14.0, 'C': 9.0, 'Ca': 6.0, 'Co': 37.0, 'K': 10.0, 'La': 46.0, 'Sc': 10.0}",True,40.115463,-0.71714336,True,False,False,False
B39.0Cu33.0Mo10.0Pr44.0Pm12.0Pt37.0,"{'B': 39.0, 'Cu': 33.0, 'Mo': 10.0, 'Pm': 12.0, 'Pr': 44.0, 'Pt': 37.0}",True,39.91787,-0.80319697,True,False,False,False
B49.0F12.0P13.0Sr7.0I29.0Xe13.0Yb9.0Os58.0,"{'B': 49.0, 'F': 12.0, 'I': 29.0, 'Os': 58.0, 'P': 13.0, 'Sr': 7.0, 'Xe': 13.0, 'Yb': 9.0}",True,39.891884,-0.40457553,True,False,False,False
F23.0Si4.0Co20.0Rb12.0Pd11.0La20.0Yb12.0Pt11.0,"{'Co': 20.0, 'F': 23.0, 'La': 20.0, 'Pd': 11.0, 'Pt': 11.0, 'Rb': 12.0, 'Si': 4.0, 'Yb': 12.0}",True,39.971886,0.11178818,False,False,False,False
B27.0C22.0S12.0Rb18.0Sn52.0La39.0Yb7.0Ta9.0,"{'B': 27.0, 'C': 22.0, 'La': 39.0, 'Rb': 18.0, 'S': 12.0, 'Sn': 52.0, 'Ta': 9.0, 'Yb': 7.0}",True,39.875904,-1.3295876,True,False,True,False
B35.0C25.0Al19.0Xe32.0Cs10.0La35.0Eu7.0W2.0,"{'Al': 19.0, 'B': 35.0, 'C': 25.0, 'Cs': 10.0, 'Eu': 7.0, 'La': 35.0, 'W': 2.0, 'Xe': 32.0}",True,39.6989,-1.510064,True,False,False,False
C40.0O15.0Ca4.0Zr1.0La23.0Pt11.0Po13.0,"{'C': 40.0, 'Ca': 4.0, 'La': 23.0, 'O': 15.0, 'Po': 13.0, 'Pt': 11.0, 'Zr': 1.0}",True,39.916286,-1.8812646,True,True,True,True
B26.0Ar17.0Co17.0Ba28.0La19.0Pt36.0Pb17.0,"{'Ar': 17.0, 'B': 26.0, 'Ba': 28.0, 'Co': 17.0, 'La': 19.0, 'Pb': 17.0, 'Pt': 36.0}",True,39.89586,-0.5810831,True,False,False,False
B13.0N32.0Rb26.0La32.0Er11.0Tm30.0Pt36.0,"{'B': 13.0, 'Er': 11.0, 'La': 32.0, 'N': 32.0, 'Pt': 36.0, 'Rb': 26.0, 'Tm': 30.0}",True,39.8356,-1.3198311,True,False,False,False
B51.0C39.0Rb18.0Nb14.0La34.0Tb5.0Pt20.0,"{'B': 51.0, 'C': 39.0, 'La': 34.0, 'Nb': 14.0, 'Pt': 20.0, 'Rb': 18.0, 'Tb': 5.0}",True,39.80007,-1.048997,True,False,True,False
B20.0C44.0Al19.0Ca33.0V19.0I33.0,"{'Al': 19.0, 'B': 20.0, 'C': 44.0, 'Ca': 33.0, 'I': 33.0, 'V': 19.0}",True,39.742985,-0.83817595,True,False,True,False
B5.0C49.0O10.0Ca10.0Co19.0Sb12.0La38.0Pt32.0,"{'B': 5.0, 'C': 49.0, 'Ca': 10.0, 'Co': 19.0, 'La': 38.0, 'O': 10.0, 'Pt': 32.0, 'Sb': 12.0}",True,39.708836,-1.0064007,True,True,True,True
C19.0Mg20.0Cu34.0La18.0Tb18.0Tm12.0W30.0Pt43.0,"{'C': 19.0, 'Cu': 34.0, 'La': 18.0, 'Mg': 20.0, 'Pt': 43.0, 'Tb': 18.0, 'Tm': 12.0, 'W': 30.0}",True,39.778633,-0.52249676,True,True,True,True
Li13.0C72.0La29.0Pt23.0At47.0,"{'At': 47.0, 'C': 72.0, 'La': 29.0, 'Li': 13.0, 'Pt': 23.0}",True,39.447212,-1.2695299,True,True,True,True
Be20.0B25.0Ca17.0Cr25.0Sr20.0Y26.0Ce18.0Pt38.0,"{'B': 25.0, 'Be': 20.0, 'Ca': 17.0, 'Ce': 18.0, 'Cr': 25.0, 'Pt': 38.0, 'Sr': 20.0, 'Y': 26.0}",True,39.620487,0.37579742,False,False,False,False
B29.0Ge31.0Rb26.0Sr12.0La24.0Yb9.0Pt19.0Au35.0,"{'Au': 35.0, 'B': 29.0, 'Ge': 31.0, 'La': 24.0, 'Pt': 19.0, 'Rb': 26.0, 'Sr': 12.0, 'Yb': 9.0}",True,39.52334,-0.6113259,True,False,True,False
Li15.0B65.0Ca22.0Sb37.0La37.0Pt22.0,"{'B': 65.0, 'Ca': 22.0, 'La': 37.0, 'Li': 15.0, 'Pt': 22.0, 'Sb': 37.0}",True,39.464863,-0.37325376,True,False,False,False
B19.0Na12.0As19.0Ba28.0La12.0Pr18.0Hf15.0Pt23.0,"{'As': 19.0, 'B': 19.0, 'Ba': 28.0, 'Hf': 15.0, 'La': 12.0, 'Na': 12.0, 'Pr': 18.0, 'Pt': 23.0}",True,39.46734,-0.5186515,True,False,False,False
B23.0C13.0Rb14.0I33.0La30.0Os28.0Po11.0,"{'B': 23.0, 'C': 13.0, 'I': 33.0, 'La': 30.0, 'Os': 28.0, 'Po': 11.0, 'Rb': 14.0}",True,39.461166,-0.41613784,True,True,True,True
N54.0Ca32.0I46.0La9.0Pt22.0,"{'Ca': 32.0, 'I': 46.0, 'La': 9.0, 'N': 54.0, 'Pt': 22.0}",True,39.532684,-2.2335153,True,True,True,True
C18.0N57.0P20.0Rb16.0La44.0Pt18.0,"{'C': 18.0, 'La': 44.0, 'N': 57.0, 'P': 20.0, 'Pt': 18.0, 'Rb': 16.0}",True,39.554543,-2.7689347,True,True,True,True
Be7.0B24.0C4.0Kr13.0Cd10.0La24.0Pt20.0Tl5.0,"{'B': 24.0, 'Be': 7.0, 'C': 4.0, 'Cd': 10.0, 'Kr': 13.0, 'La': 24.0, 'Pt': 20.0, 'Tl': 5.0}",True,39.364502,-0.7249238,True,False,False,False
N38.0Fe45.0La14.0Pr39.0,"{'Fe': 45.0, 'La': 14.0, 'N': 38.0, 'Pr': 39.0}",True,39.449913,-1.9656667,True,True,True,True
N37.0P44.0Rb15.0Zr31.0In14.0La29.0Dy8.0,"{'Dy': 8.0, 'In': 14.0, 'La': 29.0, 'N': 37.0, 'P': 44.0, 'Rb': 15.0, 'Zr': 31.0}",True,39.28164,-2.2393641,True,True,True,True
B43.0Te34.0Ba34.0Nd25.0Pt42.0,"{'B': 43.0, 'Ba': 34.0, 'Nd': 25.0, 'Pt': 42.0, 'Te': 34.0}",True,39.375824,-0.3977493,True,False,False,False
B23.0Si10.0As28.0Rb15.0La36.0Pt24.0Pb13.0,"{'As': 28.0, 'B': 23.0, 'La': 36.0, 'Pb': 13.0, 'Pt': 24.0, 'Rb': 15.0, 'Si': 10.0}",True,39.34268,-1.3926601,True,False,True,False
C16.0Ga39.0Ge35.0La38.0Pr7.0Os27.0Pt16.0Tl13.0,"{'C': 16.0, 'Ga': 39.0, 'Ge': 35.0, 'La': 38.0, 'Os': 27.0, 'Pr': 7.0, 'Pt': 16.0, 'Tl': 13.0}",True,39.303146,-1.7571915,True,True,True,True
B64.0C7.0Rb23.0Sr15.0La8.0,"{'B': 64.0, 'C': 7.0, 'La': 8.0, 'Rb': 23.0, 'Sr': 15.0}",True,39.272438,-0.6986336,True,False,False,False
B4.0C40.0O23.0Rb13.0Nb18.0Sn14.0La41.0Pt39.0,"{'B': 4.0, 'C': 40.0, 'La': 41.0, 'Nb': 18.0, 'O': 23.0, 'Pt': 39.0, 'Rb': 13.0, 'Sn': 14.0}",True,39.30641,-1.5301112,True,True,True,True
B24.0C42.0Al24.0Rb14.0Sm8.0Tb9.0Pt18.0,"{'Al': 24.0, 'B': 24.0, 'C': 42.0, 'Pt': 18.0, 'Rb': 14.0, 'Sm': 8.0, 'Tb': 9.0}",True,39.18628,-0.94748455,True,True,True,True
B20.0Si31.0Cr27.0Rb26.0La38.0Ho13.0Pt21.0,"{'B': 20.0, 'Cr': 27.0, 'Ho': 13.0, 'La': 38.0, 'Pt': 21.0, 'Rb': 26.0, 'Si': 31.0}",True,39.245605,-1.1051066,True,False,True,False
N15.0Si8.0Ca2.0Rb4.0La15.0Pt11.0Po3.0,"{'Ca': 2.0, 'La': 15.0, 'N': 15.0, 'Po': 3.0, 'Pt': 11.0, 'Rb': 4.0, 'Si': 8.0}",True,39.23983,-2.3698096,True,True,True,True
B46.0Fe30.0As36.0La43.0Tm10.0Os6.0Bi23.0,"{'As': 36.0, 'B': 46.0, 'Bi': 23.0, 'Fe': 30.0, 'La': 43.0, 'Os': 6.0, 'Tm': 10.0}",True,39.185837,-0.75841856,True,False,True,False
B40.0C29.0Rb12.0La42.0Pt10.0Pb39.0Po10.0,"{'B': 40.0, 'C': 29.0, 'La': 42.0, 'Pb': 39.0, 'Po': 10.0, 'Pt': 10.0, 'Rb': 12.0}",True,39.215065,-1.0341176,True,False,True,False
B18.0C27.0N18.0Mg16.0Cr44.0Tb28.0Pt45.0,"{'B': 18.0, 'C': 27.0, 'Cr': 44.0, 'Mg': 16.0, 'N': 18.0, 'Pt': 45.0, 'Tb': 28.0}",True,39.3547,-0.7761463,True,True,True,True
B33.0C15.0Ca33.0Xe31.0La10.0Pt21.0Au14.0Pb16.0,"{'Au': 14.0, 'B': 33.0, 'C': 15.0, 'Ca': 33.0, 'La': 10.0, 'Pb': 16.0, 'Pt': 21.0, 'Xe': 31.0}",True,39.190155,-0.6866869,True,False,True,False
K28.0Co28.0Ba41.0Sm18.0Dy16.0Pt36.0,"{'Ba': 41.0, 'Co': 28.0, 'Dy': 16.0, 'K': 28.0, 'Pt': 36.0, 'Sm': 18.0}",True,39.15966,0.4573208,False,True,True,False
P23.0Cl17.0Ge20.0Ce40.0Sm9.0Er59.0Pt26.0,"{'Ce': 40.0, 'Cl': 17.0, 'Er': 59.0, 'Ge': 20.0, 'P': 23.0, 'Pt': 26.0, 'Sm': 9.0}",True,38.8907,-0.6845921,True,False,False,False
B34.0C23.0Sr29.0La16.0Ce12.0Tm6.0Lu39.0Pt34.0,"{'B': 34.0, 'C': 23.0, 'Ce': 12.0, 'La': 16.0, 'Lu': 39.0, 'Pt': 34.0, 'Sr': 29.0, 'Tm': 6.0}",True,39.066444,0.12150888,False,False,False,False
C19.0N33.0As7.0Br15.0Sr13.0Sn7.0Tm26.0Pt52.0,"{'As': 7.0, 'Br': 15.0, 'C': 19.0, 'N': 33.0, 'Pt': 52.0, 'Sn': 7.0, 'Sr': 13.0, 'Tm': 26.0}",True,38.989334,-1.4423386,True,True,True,True
C41.0O14.0Co24.0Ge24.0I11.0La43.0Pt34.0,"{'C': 41.0, 'Co': 24.0, 'Ge': 24.0, 'I': 11.0, 'La': 43.0, 'O': 14.0, 'Pt': 34.0}",True,38.900017,-1.6079253,True,True,True,True
B79.0C8.0Ba35.0Pt15.0Pb50.0,"{'B': 79.0, 'Ba': 35.0, 'C': 8.0, 'Pb': 50.0, 'Pt': 15.0}",True,39.068783,-0.6480275,True,False,True,False
C17.0N12.0P40.0Rb28.0La21.0Tb17.0W16.0Pt21.0,"{'C': 17.0, 'La': 21.0, 'N': 12.0, 'P': 40.0, 'Pt': 21.0, 'Rb': 28.0, 'Tb': 17.0, 'W': 16.0}",True,38.96177,-1.87594,True,True,True,True
K37.0Cu48.0Kr46.0Ce6.0Nd10.0Pt30.0,"{'Ce': 6.0, 'Cu': 48.0, 'K': 37.0, 'Kr': 46.0, 'Nd': 10.0, 'Pt': 30.0}",True,38.931942,-0.3413162,True,False,False,False
B38.0C9.0Co30.0La38.0Pr7.0Gd4.0Tm9.0Pt6.0,"{'B': 38.0, 'C': 9.0, 'Co': 30.0, 'Gd': 4.0, 'La': 38.0, 'Pr': 7.0, 'Pt': 6.0, 'Tm': 9.0}",True,38.81065,-1.0230027,True,False,False,False
C25.0P26.0Ca19.0Pd14.0La34.0Pr21.0Os18.0Pt34.0,"{'C': 25.0, 'Ca': 19.0, 'La': 34.0, 'Os': 18.0, 'P': 26.0, 'Pd': 14.0, 'Pr': 21.0, 'Pt': 34.0}",True,38.8024,-1.4122616,True,False,True,False
C14.0N34.0Cr2.0Fe15.0Rb20.0La51.0Pr9.0Pt25.0,"{'C': 14.0, 'Cr': 2.0, 'Fe': 15.0, 'La': 51.0, 'N': 34.0, 'Pr': 9.0, 'Pt': 25.0, 'Rb': 20.0}",True,38.925488,-1.9351948,True,True,True,True
B10.0C77.0Ne20.0Mo8.0Cs20.0La41.0Pt15.0,"{'B': 10.0, 'C': 77.0, 'Cs': 20.0, 'La': 41.0, 'Mo': 8.0, 'Ne': 20.0, 'Pt': 15.0}",True,38.885864,-1.2623796,True,False,False,False
B38.0Cr14.0Rb32.0Y32.0Cd23.0Pt7.0,"{'B': 38.0, 'Cd': 23.0, 'Cr': 14.0, 'Pt': 7.0, 'Rb': 32.0, 'Y': 32.0}",True,39.067986,-0.36238992,True,False,False,False
B32.0C16.0Fe25.0Cu25.0Sr9.0La66.0Pr16.0Pt9.0,"{'B': 32.0, 'C': 16.0, 'Cu': 25.0, 'Fe': 25.0, 'La': 66.0, 'Pr': 16.0, 'Pt': 9.0, 'Sr': 9.0}",True,38.76264,-1.1116,True,False,False,False
C16.0Zn35.0Rb16.0Sr17.0La24.0Dy39.0Pt8.0,"{'C': 16.0, 'Dy': 39.0, 'La': 24.0, 'Pt': 8.0, 'Rb': 16.0, 'Sr': 17.0, 'Zn': 35.0}",True,38.768997,-1.323802,True,False,False,False
C49.0Ti14.0Zn13.0Sr63.0La11.0Hf21.0Po14.0,"{'C': 49.0, 'Hf': 21.0, 'La': 11.0, 'Po': 14.0, 'Sr': 63.0, 'Ti': 14.0, 'Zn': 13.0}",True,38.721786,-0.87528586,True,True,True,True
B21.0C45.0Cu48.0Te4.0La18.0Nd25.0Pt8.0,"{'B': 21.0, 'C': 45.0, 'Cu': 48.0, 'La': 18.0, 'Nd': 25.0, 'Pt': 8.0, 'Te': 4.0}",True,38.81349,-1.01349,True,True,True,True
C13.0Al12.0Co27.0Ge30.0La47.0Nd3.0Er24.0Pt42.0,"{'Al': 12.0, 'C': 13.0, 'Co': 27.0, 'Er': 24.0, 'Ge': 30.0, 'La': 47.0, 'Nd': 3.0, 'Pt': 42.0}",True,38.643837,-1.2631097,True,True,True,True
C10.0O9.0Rb7.0Zr5.0La10.0W7.0Pt7.0,"{'C': 10.0, 'La': 10.0, 'O': 9.0, 'Pt': 7.0, 'Rb': 7.0, 'W': 7.0, 'Zr': 5.0}",True,38.57991,-1.4113182,True,True,True,True
B48.0C17.0Rb13.0Mo14.0La40.0Tb1.0Pt25.0Rn37.0,"{'B': 48.0, 'C': 17.0, 'La': 40.0, 'Mo': 14.0, 'Pt': 25.0, 'Rb': 13.0, 'Rn': 37.0, 'Tb': 1.0}",True,38.562004,-0.9214093,True,False,False,False
B28.0N29.0Rb19.0Pd15.0La46.0Nd4.0Dy8.0Pt33.0,"{'B': 28.0, 'Dy': 8.0, 'La': 46.0, 'N': 29.0, 'Nd': 4.0, 'Pd': 15.0, 'Pt': 33.0, 'Rb': 19.0}",True,38.497227,-1.7650795,True,False,False,False
B25.0N9.0Sc31.0Xe11.0La22.0Pr26.0Dy16.0Pt33.0,"{'B': 25.0, 'Dy': 16.0, 'La': 22.0, 'N': 9.0, 'Pr': 26.0, 'Pt': 33.0, 'Sc': 31.0, 'Xe': 11.0}",True,38.298424,-0.63252014,True,False,False,False
C33.0Co54.0La32.0Pr7.0Ho18.0Pt22.0Tl19.0,"{'C': 33.0, 'Co': 54.0, 'Ho': 18.0, 'La': 32.0, 'Pr': 7.0, 'Pt': 22.0, 'Tl': 19.0}",True,38.374977,-0.81252664,True,True,True,True
C7.0O55.0Fe46.0La28.0Ho21.0Pt4.0,"{'C': 7.0, 'Fe': 46.0, 'Ho': 21.0, 'La': 28.0, 'O': 55.0, 'Pt': 4.0}",True,38.593697,-2.248934,True,True,True,True
O30.0Ti30.0In8.0Sb14.0Ba25.0La15.0Tb8.0Pt26.0,"{'Ba': 25.0, 'In': 8.0, 'La': 15.0, 'O': 30.0, 'Pt': 26.0, 'Sb': 14.0, 'Tb': 8.0, 'Ti': 30.0}",True,38.36947,-1.3698319,True,False,True,False
C3.0Ca33.0Ti18.0As13.0Kr45.0Tc28.0Yb20.0Pt25.0,"{'As': 13.0, 'C': 3.0, 'Ca': 33.0, 'Kr': 45.0, 'Pt': 25.0, 'Tc': 28.0, 'Ti': 18.0, 'Yb': 20.0}",True,38.58463,0.19247173,False,False,True,False
B5.0C94.0Na28.0Mg29.0Sc4.0In13.0La12.0,"{'B': 5.0, 'C': 94.0, 'In': 13.0, 'La': 12.0, 'Mg': 29.0, 'Na': 28.0, 'Sc': 4.0}",True,38.90296,-1.1970736,True,True,True,True
B30.0C17.0Mn13.0Rb21.0Sr16.0Ba17.0La21.0Pt38.0,"{'B': 30.0, 'Ba': 17.0, 'C': 17.0, 'La': 21.0, 'Mn': 13.0, 'Pt': 38.0, 'Rb': 21.0, 'Sr': 16.0}",True,38.3448,-0.69145596,True,False,True,False
B29.0C7.0N16.0P12.0Rb11.0Xe37.0Sm12.0Os39.0,"{'B': 29.0, 'C': 7.0, 'N': 16.0, 'Os': 39.0, 'P': 12.0, 'Rb': 11.0, 'Sm': 12.0, 'Xe': 37.0}",True,38.241802,-1.6281799,True,False,True,False
N13.0P28.0Rb19.0La31.0Er18.0Yb21.0Pt21.0Au21.0,"{'Au': 21.0, 'Er': 18.0, 'La': 31.0, 'N': 13.0, 'P': 28.0, 'Pt': 21.0, 'Rb': 19.0, 'Yb': 21.0}",True,38.340668,-0.96792454,True,False,True,False
Be16.0B39.0Sr29.0Mo16.0Sb45.0La6.0Pt26.0,"{'B': 39.0, 'Be': 16.0, 'La': 6.0, 'Mo': 16.0, 'Pt': 26.0, 'Sb': 45.0, 'Sr': 29.0}",True,38.313843,0.23301367,False,True,True,False
B18.0C19.0Ca19.0Zr34.0Tc21.0La16.0Pr31.0Pt27.0,"{'B': 18.0, 'C': 19.0, 'Ca': 19.0, 'La': 16.0, 'Pr': 31.0, 'Pt': 27.0, 'Tc': 21.0, 'Zr': 34.0}",True,38.192078,-0.4184811,True,False,False,False
Li13.0B54.0C39.0Rb13.0Y9.0Mo14.0La35.0Pt21.0,"{'B': 54.0, 'C': 39.0, 'La': 35.0, 'Li': 13.0, 'Mo': 14.0, 'Pt': 21.0, 'Rb': 13.0, 'Y': 9.0}",True,38.23168,-0.9071068,True,True,True,True
C8.0Si24.0Ba27.0Nd14.0Pt64.0At53.0,"{'At': 53.0, 'Ba': 27.0, 'C': 8.0, 'Nd': 14.0, 'Pt': 64.0, 'Si': 24.0}",True,38.258736,-0.77137524,True,False,False,False
C20.0N46.0Sr31.0Ce10.0Tb12.0Pt47.0At23.0,"{'At': 23.0, 'C': 20.0, 'Ce': 10.0, 'N': 46.0, 'Pt': 47.0, 'Sr': 31.0, 'Tb': 12.0}",True,38.269714,-1.6626648,True,True,True,True
B32.0Mg11.0Sn45.0Sb20.0La43.0Er6.0Pt19.0Au20.0,"{'Au': 20.0, 'B': 32.0, 'Er': 6.0, 'La': 43.0, 'Mg': 11.0, 'Pt': 19.0, 'Sb': 20.0, 'Sn': 45.0}",True,38.139595,-0.85475737,True,False,True,False
B26.0O29.0Cu23.0Cs14.0La18.0Nd17.0Pt31.0,"{'B': 26.0, 'Cs': 14.0, 'Cu': 23.0, 'La': 18.0, 'Nd': 17.0, 'O': 29.0, 'Pt': 31.0}",True,38.097065,-2.0182896,True,False,False,False
C26.0Ni41.0Rb23.0Y32.0Rh13.0La32.0Nd13.0Er9.0,"{'C': 26.0, 'Er': 9.0, 'La': 32.0, 'Nd': 13.0, 'Ni': 41.0, 'Rb': 23.0, 'Rh': 13.0, 'Y': 32.0}",True,38.077183,-0.65852576,True,False,True,False
Li13.0B12.0C32.0Al9.0Cl9.0Kr10.0La13.0Po8.0,"{'Al': 9.0, 'B': 12.0, 'C': 32.0, 'Cl': 9.0, 'Kr': 10.0, 'La': 13.0, 'Li': 13.0, 'Po': 8.0}",True,37.88189,-1.2354296,True,False,True,False
B23.0C91.0K18.0Mo5.0Ba32.0Pt28.0,"{'B': 23.0, 'Ba': 32.0, 'C': 91.0, 'K': 18.0, 'Mo': 5.0, 'Pt': 28.0}",True,38.20273,-1.1663193,True,True,True,True
B23.0C12.0Si22.0Cr41.0La44.0Er17.0Yb10.0Pt8.0,"{'B': 23.0, 'C': 12.0, 'Cr': 41.0, 'Er': 17.0, 'La': 44.0, 'Pt': 8.0, 'Si': 22.0, 'Yb': 10.0}",True,38.096634,-1.1817491,True,False,True,False
B9.0C12.0Cr9.0Rb12.0La24.0Pt3.0Au29.0,"{'Au': 29.0, 'B': 9.0, 'C': 12.0, 'Cr': 9.0, 'La': 24.0, 'Pt': 3.0, 'Rb': 12.0}",True,38.087242,-0.67020494,True,False,False,False
B30.0O13.0Al7.0Co24.0Tc17.0La31.0Pt17.0,"{'Al': 7.0, 'B': 30.0, 'Co': 24.0, 'La': 31.0, 'O': 13.0, 'Pt': 17.0, 'Tc': 17.0}",True,37.991913,-1.3128964,True,False,False,False
B20.0C15.0Ar24.0Cr29.0Sn35.0La33.0Nd19.0Pt10.0,"{'Ar': 24.0, 'B': 20.0, 'C': 15.0, 'Cr': 29.0, 'La': 33.0, 'Nd': 19.0, 'Pt': 10.0, 'Sn': 35.0}",True,37.99679,-1.2414862,True,False,False,False
B7.0C13.0Ne43.0Cr7.0Sn13.0La32.0Pt26.0,"{'B': 7.0, 'C': 13.0, 'Cr': 7.0, 'La': 32.0, 'Ne': 43.0, 'Pt': 26.0, 'Sn': 13.0}",True,37.98435,-0.5613548,True,False,False,False
B33.0Cr33.0Mn8.0Sn12.0La38.0Pr17.0Ho17.0Pt22.0,"{'B': 33.0, 'Cr': 33.0, 'Ho': 17.0, 'La': 38.0, 'Mn': 8.0, 'Pr': 17.0, 'Pt': 22.0, 'Sn': 12.0}",True,37.628532,-0.50495714,True,False,False,False
B41.0C3.0La35.0Dy16.0Os41.0Rn30.0,"{'B': 41.0, 'C': 3.0, 'Dy': 16.0, 'La': 35.0, 'Os': 41.0, 'Rn': 30.0}",True,37.990585,-0.8838025,True,False,False,False
B33.0C21.0Co45.0Kr11.0La33.0Tm28.0,"{'B': 33.0, 'C': 21.0, 'Co': 45.0, 'Kr': 11.0, 'La': 33.0, 'Tm': 28.0}",True,37.867603,-1.0011742,True,False,False,False
